Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"LYAL4",,"Lythrum alatum Pursh",winged lythrum
"LYALA4",,"Lythrum alatum Pursh var. alatum ",winged lythrum
"LYHY3",,"Lythrum hyssopifolium L.",hyssop loosestrife
"LYSA2",,"Lythrum salicaria L.",purple loosestrife
"MACO10",,"Macleaya cordata (Willd.) R. Br.",plume poppy
"MAPO",,"Maclura pomifera (Raf.) C.K. Schneid.",Osage-orange
"MAGL2",,"Madia glomerata Hook.",mountain tarweed
"MASA",,"Madia sativa Molina",coast tarweed
"MASO9",,"Magnolia ×soulangiana Soul.-Bod. [denudata × liliifolia]",Chinese magnolia
"MAAC",,"Magnolia acuminata (L.) L.",cucumber tree
"MAAQ2",,"Mahonia aquifolium (Pursh) Nutt.",hollyleaved barberry
"MARE11",,"Mahonia repens (Lindl.) G. Don",creeping barberry
"MACA4",,"Maianthemum canadense Desf.",Canada mayflower
"MARA7",,"Maianthemum racemosum (L.) Link",feathery false lily of the valley
"MARAR",,"Maianthemum racemosum (L.) Link ssp. racemosum ",feathery false lily of the valley
"MAST4",,"Maianthemum stellatum (L.) Link",starry false lily of the valley
"MATR4",,"Maianthemum trifolium (L.) Sloboda",threeleaf false lily of the valley
"MABR5",,"Malaxis brachypoda (A. Gray) Fernald",white adder's-mouth orchid
"MAPA4",,"Malaxis paludosa (L.) Sw.",bog adder's-mouth orchid
"MAUN",,"Malaxis unifolia Michx.",green adder's-mouth orchid
"MABA",,"Malus baccata (L.) Borkh.",Siberian crab apple
"MACO5",,"Malus coronaria (L.) Mill.",sweet crab apple
"MAPU",,"Malus pumila Mill.",paradise apple
"MAAL",,"Malva alcea L.",vervain mallow
"MAMO2",,"Malva moschata L.",musk mallow
"MANE",,"Malva neglecta Wallr.",common mallow
"MAPA5",,"Malva parviflora L.",cheeseweed mallow
"MAPU5",,"Malva pusilla Sm.",low mallow
"MASY",,"Malva sylvestris L.",high mallow
"MAVE",,"Malva verticillata L.",cluster mallow
"MAVU",,"Marrubium vulgare L.",horehound
"MAQU",,"Marsilea quadrifolia L.",European waterclover
"MADI6",,"Matricaria discoidea DC.",disc mayweed
"MARE6",,"Matricaria recutita L.",German chamomile
"MAST",,"Matteuccia struthiopteris (L.) Todaro",ostrich fern
"MEVI",,"Medeola virginiana L.",Indian cucumber
"MELA5",,"Medicago laciniata (L.) Mill.",cutleaf medick
"MELU",,"Medicago lupulina L.",black medick
"MEPO3",,"Medicago polymorpha L.",burclover
"MESA",,"Medicago sativa L.",alfalfa
"MESAF",,"Medicago sativa L. ssp. falcata (L.) Arcang.",yellow alfalfa
"MESAS",,"Medicago sativa L. ssp. sativa ",alfalfa
"MELI2",,"Melampyrum lineare Desr.",narrowleaf cowwheat
"MELIL2",,"Melampyrum lineare Desr. var. latifolium Bart.",narrowleaf cowwheat
"MELIL3",,"Melampyrum lineare Desr. var. lineare ",narrowleaf cowwheat
"MEAL",,"Melica altissima L.",Siberian melicgrass
"MESM",,"Melica smithii (Porter ex A. Gray) Vasey",Smith's melicgrass
"MEAL3",,"Melilotus altissimus Thuill.",tall yellow sweetclover
"MEOF",,"Melilotus officinalis (L.) Lam.",sweetclover
"MEOF2",,"Melissa officinalis L.",common balm
"MECA3",,"Menispermum canadense L.",common moonseed
"MEGR2",,"Mentha ×gracilis Sole (pro sp.) [arvensis × spicata]",gingermint
"MEMU11",,"Mentha ×muelleriana F.W. Schultz [arvensis ssp. arvensis × suaveolens]",mint
"MEPI",,"Mentha ×piperita L. (pro sp.) [aquatica × spicata]",peppermint
"MEVI6",,"Mentha ×villosa Huds. (pro sp.) [spicata × suaveolens]",mint
"MEAQ",,"Mentha aquatica L.",water mint
"MEAR4",,"Mentha arvensis L.",wild mint
"MESP3",,"Mentha spicata L.",spearmint
"METR3",,"Menyanthes trifoliata L.",buckbean
"MEAN",,"Mercurialis annua L.",annual mercury
"MEMA3",,"Mertensia maritima (L.) Gray",oysterleaf
"MEMAM",,"Mertensia maritima (L.) Gray var. maritima ",oysterleaf
"MEPA",,"Mertensia paniculata (Aiton) G. Don",tall bluebells
"MEPAP",,"Mertensia paniculata (Aiton) G. Don var. paniculata ",tall bluebells
"MEVI3",,"Mertensia virginica (L.) Pers. ex Link",Virginia bluebells
"MIPE8",,"Microthlaspi perfoliatum (L.) F.K. Mey.",claspleaf pennycress
"MISC",,"Mikania scandens (L.) Willd.",climbing hempvine
"MIEF",,"Milium effusum L.",American milletgrass
"MIEFC",,"Milium effusum L. var. cisatlanticum Fernald",American milletgrass
"MIAL2",,"Mimulus alatus Aiton",sharpwing monkeyflower
"MIGL",,"Mimulus glabratus Kunth",roundleaf monkeyflower
"MIGLJ",,"Mimulus glabratus Kunth var. jamesii (Torr. & A. Gray ex Benth.) A. Gray",James' monkeyflower
"MIMO3",,"Mimulus moschatus Douglas ex Lindl.",muskflower
"MIMOM2",,"Mimulus moschatus Douglas ex Lindl. var. moschatus ",muskflower
"MIRI",,"Mimulus ringens L.",Allegheny monkeyflower
"MIRIR",,"Mimulus ringens L. var. ringens ",Allegheny monkeyflower
"MIDA",,"Minuartia dawsonensis (Britton) House",rock stitchwort
"MIGR7",,"Minuartia groenlandica (Retz.) Ostenf.",Greenland stitchwort
"MIMI2",,"Minuartia michauxii (Fenzl) Farw.",Michaux's stitchwort
"MIMIM",,"Minuartia michauxii (Fenzl) Farw. var. michauxii ",Michaux's stitchwort
"MIRU3",,"Minuartia rubella (Wahlenb.) Hiern.",beautiful sandwort
"MIST5",,"Minuartia stricta (Sw.) Hiern.",bog stitchwort
"MIAL4",,"Mirabilis albida (Walter) Heimerl",white four o'clock
"MINY",,"Mirabilis nyctaginea (Michx.) MacMill.",heartleaf four o'clock
"MISA",,"Miscanthus sacchariflorus (Maxim.) Franch.",Amur silvergrass
"MISI",,"Miscanthus sinensis Andersson",Chinese silvergrass
"MIOR",,"Misopates orontium (L.) Raf.",linearleaf snapdragon
"MIRE",,"Mitchella repens L.",partridgeberry
"MIDI3",,"Mitella diphylla L.",twoleaf miterwort
"MINU3",,"Mitella nuda L.",naked miterwort
"MOLA6",,"Moehringia lateriflora (L.) Fenzl",bluntleaf sandwort
"MOMA3",,"Moehringia macrophylla (Hook.) Fenzl",largeleaf sandwort
"MOCA2",,"Molinia caerulea (L.) Moench",purple moorgrass
"MOVE",,"Mollugo verticillata L.",green carpetweed
"MOLA",,"Moluccella laevis L.",shellflower
"MODI",,"Monarda didyma L.",scarlet beebalm
"MOFI",,"Monarda fistulosa L.",wild bergamot
"MOFIF",,"Monarda fistulosa L. ssp. fistulosa ",wild bergamot
"MOME",,"Monarda media Willd.",purple bergamot
"MOPU",,"Monarda punctata L.",spotted beebalm
"MOPUP",,"Monarda punctata L. ssp. punctata ",spotted beebalm
"MOPUV",,"Monarda punctata L. ssp. punctata var. villicaulis (Pennell) Palmer & Steyerm.",spotted beebalm
"MOUN2",,"Moneses uniflora (L.) A. Gray",single delight
"MONU",,"Monolepis nuttalliana (Schult.) Greene",Nuttall's povertyweed
"MOHY3",,"Monotropa hypopitys L.",pinesap
"MOUN3",,"Monotropa uniflora L.",Indianpipe
"MOFO",,"Montia fontana L.",annual water minerslettuce
"MOPE6",,"Morella pensylvanica (Mirb.) Kartesz",northern bayberry
"MOAL",,"Morus alba L.",white mulberry
"MORU2",,"Morus rubra L.",red mulberry
"MORUR",,"Morus rubra L. var. rubra ",red mulberry
"MUCU2",,"Muhlenbergia ×curtisetosa (Scribn.) Bush (pro sp.) [frondosa × schreberi]",muhly
"MUAS",,"Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi",scratchgrass
"MUFR2",,"Muhlenbergia frondosa (Poir.) Fernald",wirestem muhly
"MUGL3",,"Muhlenbergia glomerata (Willd.) Trin.",spiked muhly
"MUME2",,"Muhlenbergia mexicana (L.) Trin.",Mexican muhly
"MURA",,"Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb.",marsh muhly
"MURI",,"Muhlenbergia richardsonis (Trin.) Rydb.",mat muhly
"MUSC",,"Muhlenbergia schreberi J.F. Gmel.",nimblewill
"MUSO",,"Muhlenbergia sobolifera (Muhl. ex Willd.) Trin.",rock muhly
"MUSY",,"Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray",woodland muhly
"MUTE",,"Muhlenbergia tenuiflora (Willd.) Britton, Sterns & Poggenb.",slimflower muhly
"MUUN",,"Muhlenbergia uniflora (Muhl.) Fernald",bog muhly
"MUAR5",,"Muscari armeniacum Leichtlin ex Baker",Armenian grape hyacinth
"MUBO",,"Muscari botryoides (L.) Mill.",common grape hyacinth
"MYMU",,"Mycelis muralis (L.) Dumort.",wall-lettuce
"MYAR",,"Myosotis arvensis (L.) Hill",field forget-me-not
"MYDI",,"Myosotis discolor Pers.",changing forget-me-not
"MYLA",,"Myosotis laxa Lehm.",bay forget-me-not
"MYMA",,"Myosotis macrosperma Engelm.",largeseed forget-me-not
"MYSC",,"Myosotis scorpioides L.",true forget-me-not
"MYST2",,"Myosotis stricta Link ex Roem. & Schult.",strict forget-me-not
"MYSY",,"Myosotis sylvatica Ehrh.",woodland forget-me-not
"MYVE",,"Myosotis verna Nutt.",spring forget-me-not
"MYAQ",,"Myosoton aquaticum (L.) Moench",giantchickweed
"MYMI2",,"Myosurus minimus L.",tiny mousetail
"MYGA",,"Myrica gale L.",sweetgale
"MYAL3",,"Myriophyllum alterniflorum DC.",alternateflower watermilfoil
"MYFA2",,"Myriophyllum farwellii Morong",Farwell's watermilfoil
"MYHE2",,"Myriophyllum heterophyllum Michx.",twoleaf watermilfoil
"MYSI",,"Myriophyllum sibiricum Kom.",shortspike watermilfoil
"MYSP2",,"Myriophyllum spicatum L.",Eurasian watermilfoil
"MYTE",,"Myriophyllum tenellum Bigelow",slender watermilfoil
"MYVE3",,"Myriophyllum verticillatum L.",whorl-leaf watermilfoil
"MYOD",,"Myrrhis odorata (L.) Scop.",anise
"NAFL",,"Najas flexilis (Willd.) Rostk. & Schmidt",nodding waternymph
"NAGR",,"Najas gracillima (A. Braun ex Engelm.) Magnus",slender waternymph
"NAGU",,"Najas guadalupensis (Spreng.) Magnus",southern waternymph
"NAGUG",,"Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis ",southern waternymph
"NAGUO2",,"Najas guadalupensis (Spreng.) Magnus ssp. olivacea (Rosend. & Butters) Haynes & C.B. Hellquist",Guadalupe waternymph
"NAMA",,"Najas marina L.",spiny naiad
"NAMI",,"Najas minor All.",brittle waternymph
"NAPO",,"Narcissus poeticus L.",poet's narcissus
"NAPS",,"Narcissus pseudonarcissus L.",daffodil
"NAST3",,"Nardus stricta L.",matgrass
"NAST4",,"Nasturtium ×sterile (Airy-Shaw) Oefel. [microphyllum × officinale]",yellowcress
"NAMI2",,"Nasturtium microphyllum Boenn. ex Rchb.",onerow yellowcress
"NAOF",,"Nasturtium officinale W.T. Aiton",watercress
"NELU",,"Nelumbo lutea Willd.",American lotus
"NEAQ2",,"Neobeckia aquatica (Eaton) Greene",lakecress
"NEHU2",,"Neotorularia humilis (C.A. Mey.) Hedge & J. Léonard",low northern-rockcress
"NECA2",,"Nepeta cataria L.",catnip
"NEPA3",,"Neslia paniculata (L.) Desv.",ballmustard
"NIPH",,"Nicandra physalodes (L.) Scop.",apple of Peru
"NILO",,"Nicotiana longiflora Cav.",longflower tobacco
"NIRU",,"Nicotiana rustica L.",Aztec tobacco
"NITA",,"Nicotiana tabacum L.",cultivated tobacco
"NIDA",,"Nigella damascena L.",devil in the bush
"NULU",,"Nuphar lutea (L.) Sm.",yellow pond-lily
"NULUA",,"Nuphar lutea (L.) Sm. ssp. advena (Aiton) Kartesz & Gandhi",yellow pond-lily
"NULUP2",,"Nuphar lutea (L.) Sm. ssp. pumila (Timm) E.O. Beal",yellow pond-lily
"NULUR",,"Nuphar lutea (L.) Sm. ssp. rubrodisca (Morong) Hellquist & Wiersema",yellow pond-lily
"NULUV",,"Nuphar lutea (L.) Sm. ssp. variegata (Durand) E.O. Beal",varigated yellow pond-lily
"NUCA",,"Nuttallanthus canadensis (L.) D.A. Sutton",Canada toadflax
"NYLE",,"Nymphaea leibergii Morong",Leiberg's waterlily
"NYOD",,"Nymphaea odorata Aiton",American white waterlily
"NYODO",,"Nymphaea odorata Aiton ssp. odorata ",American white waterlily
"NYODT",,"Nymphaea odorata Aiton ssp. tuberosa (Paine) Wiersma & Hellquist",American white waterlily
"NYCO",,"Nymphoides cordata (Elliott) Fernald",little floatingheart
"NYPE",,"Nymphoides peltata (S.G. Gmel.) Kuntze",yellow floatingheart
"NYSY",,"Nyssa sylvatica Marshall",blackgum
"OCBL",,"Oclemena ×blakei (Porter) G.L. Nesom [acuminata × nemoralis]",aster
"OCAC",,"Oclemena acuminata (Michx.) Greene",whorled wood aster
"OCNE2",,"Oclemena nemoralis (Aiton) Greene",bog aster
"ODVE",,"Odontites vernus (Bellardi) Dumort.",red bartsia
"ODVES",,"Odontites vernus (Bellardi) Dumort. ssp. serotinus (Dumort.) Corb.",red bartsia
"OEBI",,"Oenothera biennis L.",common evening primrose
"OECL3",,"Oenothera clelandii W. Dietr., P.H. Raven & W.L. Wagner",Cleland's evening primrose
"OEFI2",,"Oenothera filiformis (Small) W.L. Wagner & Hoch",longflower beeblossom
"OEFR",,"Oenothera fruticosa L.",narrowleaf evening primrose
"OEFRT",,"Oenothera fruticosa L. ssp. tetragona (Roth) W.L. Wagner",narrowleaf evening primrose
"OEGA",,"Oenothera gaura W.L. Wagner & Hoch",biennial beeblossom
"OEGL",,"Oenothera glazioviana Micheli",redsepal evening primrose
"OELA",,"Oenothera laciniata Hill",cutleaf evening primrose
"OENU2",,"Oenothera nutans Atk. & Bartlett",nodding evening primrose
"OENU",,"Oenothera nuttallii Sweet",Nuttall's evening primrose
"OEOA",,"Oenothera oakesiana (A. Gray) J.W. Robbins ex S. Watson & J.M. Coult.",Oakes' evening primrose
"OEPA5",,"Oenothera parviflora L.",northern evening primrose
"OEPE",,"Oenothera perennis L.",little evening primrose
"OEPI2",,"Oenothera pilosella Raf.",meadow evening primrose
"OEPIP",,"Oenothera pilosella Raf. ssp. pilosella ",meadow evening primrose
"OESU3",,"Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch",scarlet beeblossom
"OEVI",,"Oenothera villosa Thunb.",hairy evening primrose
"OEVIS",,"Oenothera villosa Thunb. ssp. strigosa (Rydb.) W. Dietr. & P.H. Raven",hairy evening primrose
"OEVIV",,"Oenothera villosa Thunb. ssp. villosa ",hairy evening primrose
"OLKR",,"Oligoneuron ×krotkovii (B. Boivin) G.L. Nesom [album × ohioensis]",goldenrod
"OLLU",,"Oligoneuron ×lutescens (Lindl. ex DC.) G.L. Nesom [album × rigidum]",goldenrod
"OLAL2",,"Oligoneuron album (Nutt.) G.L. Nesom",prairie goldenrod
"OLHO",,"Oligoneuron houghtonii (Torr. & A. Gray ex A. Gray) G.L. Nesom",Houghton's goldenrod
"OLOH",,"Oligoneuron ohioense (Frank ex Riddell) G.N. Jones",Ohio goldenrod
"OLRI2",,"Oligoneuron riddellii (Frank ex Riddell) Rydb.",Riddell's goldenrod
"OLRI",,"Oligoneuron rigidum (L.) Small",stiff goldenrod
"OLRIH",,"Oligoneuron rigidum (L.) Small var. humile (Porter) G.L. Nesom",stiff goldenrod
"OLRIR",,"Oligoneuron rigidum (L.) Small var. rigidum ",stiff goldenrod
"OMSY",,"Omalotheca sylvatica (L.) Sch. Bip. & F.W. Schultz",woodland arctic cudweed
"OMLI",,"Omphalodes linifolia (L.) Moench",whiteflower navelwort
"ONVI",,"Onobrychis viciifolia Scop.",sainfoin
"ONSE",,"Onoclea sensibilis L.",sensitive fern
"ONAC",,"Onopordum acanthium L.",Scotch cottonthistle
"ONBE",,"Onosmodium bejariense DC. ex A. DC.",soft-hair marbleseed
"ONBEH",,"Onosmodium bejariense DC. ex A. DC. var. hispidissimum (Mack.) B.L. Turner",softhair marbleseed
"OPPU3",,"Ophioglossum pusillum Raf.",northern adderstongue
"OPHO",,"Oplopanax horridus (Sm.) Miq.",devilsclub
"OPFR",,"Opuntia fragilis (Nutt.) Haw.",brittle pricklypear
"OPHU",,"Opuntia humifusa (Raf.) Raf.",devil's-tongue
"ORVU",,"Origanum vulgare L.",oregano
"ORNU",,"Ornithogalum nutans L.",drooping star of Bethlehem
"ORUM",,"Ornithogalum umbellatum L.",star of Bethlehem
"ORFA",,"Orobanche fasciculata Nutt.",clustered broomrape
"ORUN",,"Orobanche uniflora L.",oneflowered broomrape
"ORSE",,"Orthilia secunda (L.) House",sidebells wintergreen
"ORLU2",,"Orthocarpus luteus Nutt.",yellow owl's-clover
"ORAS",,"Oryzopsis asperifolia Michx.",roughleaf ricegrass
"OSBE",,"Osmorhiza berteroi DC.",sweetcicely
"OSCL",,"Osmorhiza claytonii (Michx.) C.B. Clarke",Clayton's sweetroot
"OSDE",,"Osmorhiza depauperata Phil.",bluntseed sweetroot
"OSLO",,"Osmorhiza longistylis (Torr.) DC.",longstyle sweetroot
"OSCI",,"Osmunda cinnamomea L.",cinnamon fern
"OSCIC",,"Osmunda cinnamomea L. var. cinnamomea ",cinnamon fern
"OSCL2",,"Osmunda claytoniana L.",interrupted fern
"OSRE",,"Osmunda regalis L.",royal fern
"OSRES",,"Osmunda regalis L. var. spectabilis (Willd.) A. Gray",royal fern
"OSVI",,"Ostrya virginiana (Mill.) K. Koch",hophornbeam
"OXCO",,"Oxalis corniculata L.",creeping woodsorrel
"OXDI2",,"Oxalis dillenii Jacq.",slender yellow woodsorrel
"OXMO",,"Oxalis montana Raf.",mountain woodsorrel
"OXST",,"Oxalis stricta L.",common yellow oxalis
"OXRI",,"Oxypolis rigidior (L.) Raf.",stiff cowbane
"OXBO",,"Oxytropis borealis DC.",boreal locoweed
"OXBOV",,"Oxytropis borealis DC. var. viscida (Nutt.) S.L. Welsh",viscid locoweed
"OXCA4",,"Oxytropis campestris (L.) DC.",field locoweed
"OXCAJ",,"Oxytropis campestris (L.) DC. var. johannensis Fernald",Johann's locoweed
"OXDE2",,"Oxytropis deflexa (Pall.) DC.",nodding locoweed
"OXDEF",,"Oxytropis deflexa (Pall.) DC. var. foliolosa (Hook.) Barneby",nodding locoweed
"OXDES",,"Oxytropis deflexa (Pall.) DC. var. sericea Torr. & A. Gray",blue nodding locoweed
"OXSP",,"Oxytropis splendens Douglas ex Hook.",showy locoweed
"PATE11",,"Pachysandra terminalis Siebold & Zucc.",Japanese pachysandra
"PAAU3",,"Packera aurea (L.) Á. Löve & D. Löve",golden ragwort
"PAGL17",,"Packera glabella (Poir.) C. Jeffrey",butterweed
"PAIN11",,"Packera indecora (Greene) Á. Löve & D. Löve",elegant groundsel
"PAOB6",,"Packera obovata (Muhl. ex Willd.) W.A. Weber & Á. Löve",roundleaf ragwort
"PAPA19",,"Packera pauciflora (Pursh) Á. Löve & D. Löve",alpine groundsel
"PAPA20",,"Packera paupercula (Michx.) Á. Löve & D. Löve",balsam groundsel
"PAPL12",,"Packera plattensis (Nutt.) W.A. Weber & Á. Löve",prairie groundsel
"PALA27",,"Paeonia lactiflora Pall.",Chinese peony
"PAOF2",,"Paeonia officinalis L.",common peony
"PAQU",,"Panax quinquefolius L.",American ginseng
"PATR2",,"Panax trifolius L.",dwarf ginseng
"PACA6",,"Panicum capillare L.",witchgrass
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"PAFL2",,"Panicum flexile (Gattinger) Scribn.",wiry panicgrass
"PAGA",,"Panicum gattingeri Nash",Gattinger's panicgrass
"PAMI2",,"Panicum miliaceum L.",proso millet
"PAMIM",,"Panicum miliaceum L. ssp. miliaceum ",broomcorn millet
"PAPH",,"Panicum philadelphicum Bernh. ex Trin.",Philadelphia panicgrass
"PARI4",,"Panicum rigidulum Bosc ex Nees",redtop panicgrass
"PARIR",,"Panicum rigidulum Bosc ex Nees var. rigidulum ",redtop panicgrass
"PAVI2",,"Panicum virgatum L.",switchgrass
"PAVIV",,"Panicum virgatum L. var. virgatum ",switchgrass
"PADU",,"Papaver dubium L.",blindeyes
"PAOR5",,"Papaver orientale L.",Oriental poppy
"PARH2",,"Papaver rhoeas L.",corn poppy
"PASO2",,"Papaver somniferum L.",opium poppy
"PAPE5",,"Parietaria pensylvanica Muhl. ex Willd.",Pennsylvania pellitory
"PAGL3",,"Parnassia glauca Raf.",fen grass of Parnassus
"PAKO3",,"Parnassia kotzebuei Cham. ex Spreng.",Kotzebue's grass of Parnassus
"PAPA8",,"Parnassia palustris L.",marsh grass of Parnassus
"PAPAP2",,"Parnassia palustris L. var. parviflora (DC.) B. Boivin",smallflower grass of Parnassus
"PAPAT",,"Parnassia palustris L. var. tenuis Wahlenb.",marsh grass of Parnassus
"PACA11",,"Paronychia canadensis (L.) Alph. Wood",smooth forked nailwort
"PAFA3",,"Paronychia fastigiata (Raf.) Fernald",hairy forked nailwort
"PAFAF",,"Paronychia fastigiata (Raf.) Fernald var. fastigiata ",hairy forked nailwort
"PAQU2",,"Parthenocissus quinquefolia (L.) Planch.",Virginia creeper
"PATR6",,"Parthenocissus tricuspidata (Siebold & Zucc.) Planch.",Boston ivy
"PASM",,"Pascopyrum smithii (Rydb.) Á. Löve",western wheatgrass
"PARA6",,"Paspalum racemosum Lam.",Peruvian paspalum
"PASE5",,"Paspalum setaceum Michx.",thin paspalum
"PASA2",,"Pastinaca sativa L.",wild parsnip
"PARA2",,"Patis racemosa (Sm.) Romasch., P.M. Peterson & R. J. Soreng",blackseed ricegrass
"PECA",,"Pedicularis canadensis L.",Canadian lousewort
"PECAC3",,"Pedicularis canadensis L. ssp. canadensis ",Canadian lousewort
"PEFL",,"Pedicularis flammea L.",redrattle
"PEGR2",,"Pedicularis groenlandica Retz.",elephanthead lousewort
"PELA",,"Pedicularis labradorica Wirsing",Labrador lousewort
"PELAL13",,"Pedicularis labradorica Wirsing var. labradorica ",Labrador lousewort
"PELA2",,"Pedicularis lanceolata Michx.",swamp lousewort
"PELA4",,"Pedicularis lapponica L.",Lapland lousewort
"PEMA",,"Pedicularis macrodonta Richardson",muskeg lousewort
"PESU",,"Pedicularis sudetica Willd.",sudetic lousewort
"PESUI",,"Pedicularis sudetica Willd. ssp. interioides Hultén",sudetic lousewort
"PEAT2",,"Pellaea atropurpurea (L.) Link",purple cliffbrake
"PEGL",,"Pellaea glabella Mett. ex Kuhn",smooth cliffbrake
"PEGLG",,"Pellaea glabella Mett. ex Kuhn ssp. glabella ",smooth cliffbrake
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"PEAL2",,"Penstemon albidus Nutt.",white penstemon
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"PEGR5",,"Penstemon gracilis Nutt.",lilac penstemon
"PEGRG3",,"Penstemon gracilis Nutt. var. gracilis ",lilac penstemon
"PEHI",,"Penstemon hirsutus (L.) Willd.",hairy beardtongue
"PEPA7",,"Penstemon pallidus Small",pale beardtongue
"PETU",,"Penstemon tubaeflorus Nutt.",white wand beardtongue
"PESE6",,"Penthorum sedoides L.",ditch stonecrop
"PEFR4",,"Perilla frutescens (L.) Britton",beefsteakplant
"PEFRF2",,"Perilla frutescens (L.) Britton var. frutescens ",beefsteakplant
"PEFR5",,"Petasites frigidus (L.) Fr.",arctic sweet coltsfoot
