# Title: December 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
VA-017,Bath County,Virginia,34.2,1.2,72,33
VA-019,Bedford County,Virginia,37.7,0.5,65,37.2
VA-021,Bland County,Virginia,35.3,1.8,81,33.5
VA-023,Botetourt County,Virginia,36.7,0.5,68,36.2
VA-025,Brunswick County,Virginia,41.5,2.1,87,39.4
VA-027,Buchanan County,Virginia,38.1,2.7,95,35.4
VA-029,Buckingham County,Virginia,39.2,1.8,83,37.4
VA-031,Campbell County,Virginia,38.1,1,73,37.1
VA-033,Caroline County,Virginia,39.5,2,82,37.5
VA-035,Carroll County,Virginia,36.4,2,85,34.4
VA-036,Charles City County,Virginia,42.6,2.1,85,40.5
VA-037,Charlotte County,Virginia,39.4,1.6,79,37.8
VA-041,Chesterfield County,Virginia,41.1,1.8,83,39.3
VA-043,Clarke County,Virginia,35.7,2.1,85,33.6
VA-045,Craig County,Virginia,35.2,1.1,78,34.1
VA-047,Culpeper County,Virginia,37.1,1.7,79,35.4
VA-049,Cumberland County,Virginia,39.6,1.7,83,37.9
VA-051,Dickenson County,Virginia,37.6,2,84,35.6
VA-053,Dinwiddie County,Virginia,41.4,2,82,39.4
VA-057,Essex County,Virginia,40.3,1.8,80,38.5
VA-059,Fairfax County,Virginia,38.4,2.6,86,35.8
VA-061,Fauquier County,Virginia,36.7,2.2,83,34.5
VA-063,Floyd County,Virginia,35,1.3,80,33.7
VA-065,Fluvanna County,Virginia,39.2,2,83,37.2
VA-067,Franklin County,Virginia,38.2,0.9,74,37.3
VA-069,Frederick County,Virginia,35.4,2.4,86,33
VA-071,Giles County,Virginia,35.2,1.5,76,33.7
VA-073,Gloucester County,Virginia,43,2.5,89,40.5
VA-075,Goochland County,Virginia,39.7,2,85,37.7
VA-077,Grayson County,Virginia,35.9,2.9,95,33
VA-079,Greene County,Virginia,36.7,2,80,34.7
VA-081,Greensville County,Virginia,42,1.9,84,40.1
VA-083,Halifax County,Virginia,40.3,1.9,83,38.4
VA-085,Hanover County,Virginia,40.3,2.1,86,38.2
VA-087,Henrico County,Virginia,41.2,1.9,86,39.3
VA-089,Henry County,Virginia,39.3,1,74,38.3
VA-091,Highland County,Virginia,32.4,1.8,80,30.6
VA-093,Isle of Wight County,Virginia,44,2.6,90,41.4
VA-095,James City County,Virginia,43.1,2.4,90,40.7
VA-097,King and Queen County,Virginia,41.1,2.1,83,39
VA-099,King George County,Virginia,39.6,2,82,37.6
VA-101,King William County,Virginia,41,2.2,87,38.8
VA-103,Lancaster County,Virginia,41.4,2,85,39.4
VA-105,Lee County,Virginia,38.7,2.1,88,36.6
VA-107,Loudoun County,Virginia,37,2.9,91,34.1
VA-109,Louisa County,Virginia,38.6,1.9,81,36.7
VA-111,Lunenburg County,Virginia,40.6,2.1,83,38.5
VA-113,Madison County,Virginia,36.1,1.7,79,34.4
VA-115,Mathews County,Virginia,43.1,2.6,92,40.5
VA-117,Mecklenburg County,Virginia,41.3,2.3,88,39
VA-119,Middlesex County,Virginia,41.8,2,85,39.8
VA-121,Montgomery County,Virginia,36.3,1.4,77,34.9
VA-125,Nelson County,Virginia,37.8,2,85,35.8
VA-127,New Kent County,Virginia,41.8,2.1,86,39.7
VA-131,Northampton County,Virginia,43.8,2.8,96,41
VA-133,Northumberland County,Virginia,40.7,1.8,83,38.9
VA-135,Nottoway County,Virginia,40.6,2,83,38.6
VA-137,Orange County,Virginia,37.8,1.8,79,36
VA-139,Page County,Virginia,34.8,1.6,77,33.2
VA-141,Patrick County,Virginia,37.6,0.8,70,36.8
VA-143,Pittsylvania County,Virginia,39.6,1.4,83,38.2
VA-145,Powhatan County,Virginia,40.1,1.8,83,38.3
VA-147,Prince Edward County,Virginia,39.4,1.6,80,37.8
VA-149,Prince George County,Virginia,42.4,2,83,40.4
VA-153,Prince William County,Virginia,38.3,2.6,89,35.7
VA-155,Pulaski County,Virginia,36.5,1.8,84,34.7
VA-157,Rappahannock County,Virginia,35.1,1.5,77,33.6
VA-159,Richmond County,Virginia,40.2,1.5,78,38.7
VA-161,Roanoke County,Virginia,37,0.7,69,36.3
VA-163,Rockbridge County,Virginia,36.3,1.2,79,35.1
VA-165,Rockingham County,Virginia,35.5,2.1,82,33.4
VA-167,Russell County,Virginia,37.8,2.7,94,35.1
VA-169,Scott County,Virginia,39.2,2.3,91,36.9
VA-171,Shenandoah County,Virginia,35.1,1.8,80,33.3
VA-173,Smyth County,Virginia,36.7,2.9,92,33.8
VA-175,Southampton County,Virginia,43.1,2.4,90,40.7
VA-177,Spotsylvania County,Virginia,38.1,1.8,78,36.3
VA-179,Stafford County,Virginia,38.5,2.1,83,36.4
VA-181,Surry County,Virginia,43.2,2.4,89,40.8
VA-183,Sussex County,Virginia,42.5,2.3,89,40.2
VA-185,Tazewell County,Virginia,35.9,2.6,91,33.3
VA-187,Warren County,Virginia,34.7,1.3,70,33.4
VA-191,Washington County,Virginia,38.6,2.9,94,35.7
VA-193,Westmoreland County,Virginia,39.9,1.5,76,38.4
VA-195,Wise County,Virginia,36.3,1.4,78,34.9
VA-197,Wythe County,Virginia,36.5,2.5,90,34
VA-199,York County,Virginia,43.9,2.7,95,41.2
VA-510,Alexandria City,Virginia,39.7,2.9,91,36.8
VA-520,Bristol City,Virginia,40.4,3.4,97,37
VA-530,Buena Vista City,Virginia,37.4,1.1,79,36.3
VA-540,Charlottesville City,Virginia,39,2.2,84,36.8
VA-550,Chesapeake City,Virginia,45.2,2.9,99,42.3
VA-570,Colonial Heights City,Virginia,41.7,1.7,79,40
VA-580,Covington City,Virginia,36.4,0.9,70,35.5
VA-590,Danville City,Virginia,40.9,1.6,86,39.3
VA-595,Emporia City,Virginia,42.1,1.9,84,40.2
VA-600,Fairfax City,Virginia,37.8,2.3,85,35.5
VA-610,Falls Church City,Virginia,38.1,2.3,86,35.8
VA-620,Franklin City,Virginia,43.5,2.5,91,41
VA-630,Fredericksburg City,Virginia,38.2,1.7,77,36.5
VA-640,Galax City,Virginia,36.9,2.4,90,34.5
VA-650,Hampton City,Virginia,45.2,3.1,99,42.1
VA-660,Harrisonburg City,Virginia,36.8,2.2,84,34.6
VA-670,Hopewell City,Virginia,42.2,1.7,79,40.5
VA-680,Lynchburg City,Virginia,37.9,0.8,73,37.1
VA-683,Manassas City,Virginia,38.2,2.7,88,35.5
VA-685,Manassas Park City,Virginia,38.3,2.7,87,35.6
VA-690,Martinsville City,Virginia,39.2,1,74,38.2
VA-700,Newport News City,Virginia,44.7,2.9,97,41.8
VA-710,Norfolk City,Virginia,46.3,3.5,100,42.8
VA-720,Norton City,Virginia,36,1,76,35
VA-730,Petersburg City,Virginia,41.8,1.8,80,40
VA-735,Poquoson City,Virginia,44.9,3,99,41.9
VA-740,Portsmouth City,Virginia,46.1,3.2,98,42.9
VA-750,Radford City,Virginia,36.7,1.7,82,35
VA-760,Richmond City,Virginia,41.1,2,87,39.1
VA-770,Roanoke City,Virginia,38.3,0.6,70,37.7
VA-775,Salem City,Virginia,38.2,0.7,71,37.5
VA-790,Staunton City,Virginia,37.4,2.6,89,34.8
VA-800,Suffolk City,Virginia,44.3,2.6,90,41.7
VA-810,Virginia Beach City,Virginia,46.2,3.4,100,42.8
VA-820,Waynesboro City,Virginia,37.6,2.5,89,35.1
VA-830,Williamsburg City,Virginia,43.2,2.5,92,40.7
VA-840,Winchester City,Virginia,35.5,2.2,84,33.3
WA-001,Adams County,Washington,34.8,5.4,119,29.4
WA-003,Asotin County,Washington,36.1,5.7,124,30.4
WA-005,Benton County,Washington,36.9,4.1,113,32.8
WA-007,Chelan County,Washington,29.1,3.5,111,25.6
WA-009,Clallam County,Washington,41.5,3.9,125,37.6
WA-011,Clark County,Washington,42.4,3.7,120,38.7
WA-013,Columbia County,Washington,34.8,4.4,115,30.4
WA-015,Cowlitz County,Washington,41.6,4.1,122,37.5
WA-017,Douglas County,Washington,30.5,4,112,26.5
WA-019,Ferry County,Washington,27.7,4.5,117,23.2
WA-021,Franklin County,Washington,36.5,4.7,115,31.8
WA-023,Garfield County,Washington,35.8,5,121,30.8
WA-025,Grant County,Washington,34.3,5.5,118,28.8
WA-027,Grays Harbor County,Washington,42.9,3.6,122,39.3
WA-029,Island County,Washington,43.3,3.2,119,40.1
WA-031,Jefferson County,Washington,39.3,3.9,125,35.4
WA-033,King County,Washington,39.3,3.9,124,35.4
WA-035,Kitsap County,Washington,43.8,4,124,39.8
WA-037,Kittitas County,Washington,31.3,4.1,111,27.2
WA-039,Klickitat County,Washington,34.4,3.8,112,30.6
WA-041,Lewis County,Washington,39.3,3.9,122,35.4
WA-043,Lincoln County,Washington,32.5,5.5,121,27
WA-045,Mason County,Washington,41.2,3.9,124,37.3
WA-047,Okanogan County,Washington,27.4,3.9,110,23.5
WA-049,Pacific County,Washington,43.9,3.6,122,40.3
WA-051,Pend Oreille County,Washington,29.4,5.6,123,23.8
WA-053,Pierce County,Washington,39.3,4,123,35.3
WA-055,San Juan County,Washington,44.6,4.3,128,40.3
WA-057,Skagit County,Washington,37.7,4.7,126,33
WA-059,Skamania County,Washington,36,3.6,118,32.4
WA-061,Snohomish County,Washington,38.3,4.4,125,33.9
WA-063,Spokane County,Washington,34.5,6.2,127,28.3
WA-065,Stevens County,Washington,30.2,5.1,120,25.1
WA-067,Thurston County,Washington,42.7,3.4,120,39.3
WA-069,Wahkiakum County,Washington,43.5,3.6,120,39.9
WA-071,Walla Walla County,Washington,37.8,4.3,114,33.5
WA-073,Whatcom County,Washington,35.8,5,126,30.8
WA-075,Whitman County,Washington,36.2,5.3,122,30.9
WA-077,Yakima County,Washington,33,4.1,115,28.9
WV-001,Barbour County,West Virginia,35.6,3.1,96,32.5
WV-003,Berkeley County,West Virginia,36,3.2,94,32.8
WV-005,Boone County,West Virginia,37.4,1.9,83,35.5
WV-007,Braxton County,West Virginia,37.6,3.2,92,34.4
WV-009,Brooke County,West Virginia,33.4,1.9,78,31.5
WV-011,Cabell County,West Virginia,38.4,2.6,92,35.8
WV-013,Calhoun County,West Virginia,38.5,4.6,106,33.9
WV-015,Clay County,West Virginia,38,3,99,35
WV-017,Doddridge County,West Virginia,36.5,3.4,99,33.1
WV-019,Fayette County,West Virginia,35.1,1.6,81,33.5
WV-021,Gilmer County,West Virginia,37.8,3.9,101,33.9
WV-023,Grant County,West Virginia,33.8,2.4,89,31.4
WV-025,Greenbrier County,West Virginia,32.8,1.5,79,31.3
WV-027,Hampshire County,West Virginia,35.4,2.9,93,32.5
WV-029,Hancock County,West Virginia,32.7,1.5,75,31.2
WV-031,Hardy County,West Virginia,34.4,2.3,85,32.1
WV-033,Harrison County,West Virginia,36.5,3.3,98,33.2
WV-035,Jackson County,West Virginia,38,3.4,100,34.6
WV-037,Jefferson County,West Virginia,36.1,2.9,91,33.2
WV-039,Kanawha County,West Virginia,38.3,2.5,94,35.8
WV-041,Lewis County,West Virginia,36.7,2.8,91,33.9
WV-043,Lincoln County,West Virginia,38.7,2.4,92,36.3
WV-045,Logan County,West Virginia,38.2,2.1,87,36.1
WV-047,McDowell County,West Virginia,36.9,1.9,83,35
WV-049,Marion County,West Virginia,35.9,3.2,97,32.7
WV-051,Marshall County,West Virginia,34.1,2.3,86,31.8
WV-053,Mason County,West Virginia,37,2.1,85,34.9
WV-055,Mercer County,West Virginia,34.5,0.7,70,33.8
WV-057,Mineral County,West Virginia,35,2.3,87,32.7
WV-059,Mingo County,West Virginia,38.9,2.3,89,36.6
WV-061,Monongalia County,West Virginia,35.5,3.3,98,32.2
WV-063,Monroe County,West Virginia,35,1.7,79,33.3
WV-065,Morgan County,West Virginia,36,3.4,100,32.6
WV-067,Nicholas County,West Virginia,34.7,1.9,83,32.8
WV-069,Ohio County,West Virginia,33.8,2.4,83,31.4
WV-071,Pendleton County,West Virginia,33.5,2.3,85,31.2
WV-073,Pleasants County,West Virginia,37.3,4.4,105,32.9
WV-075,Pocahontas County,West Virginia,30.4,1.4,75,29
WV-077,Preston County,West Virginia,33.6,3.3,99,30.3
WV-079,Putnam County,West Virginia,38.5,2.8,98,35.7
WV-081,Raleigh County,West Virginia,34.7,1.4,78,33.3
WV-083,Randolph County,West Virginia,31.7,2.3,86,29.4
WV-085,Ritchie County,West Virginia,37.4,4.2,104,33.2
WV-087,Roane County,West Virginia,38.4,3.8,105,34.6
WV-089,Summers County,West Virginia,35.4,1.6,78,33.8
WV-091,Taylor County,West Virginia,36.3,3.3,96,33
WV-093,Tucker County,West Virginia,31.8,2.8,93,29
WV-095,Tyler County,West Virginia,36.4,3.7,100,32.7
WV-097,Upshur County,West Virginia,35.3,2.5,86,32.8
WV-099,Wayne County,West Virginia,38.7,2.6,92,36.1
WV-101,Webster County,West Virginia,33,1.4,74,31.6
WV-103,Wetzel County,West Virginia,35.3,3,96,32.3
WV-105,Wirt County,West Virginia,38.6,4.9,109,33.7
WV-107,Wood County,West Virginia,38.6,4.9,107,33.7
WV-109,Wyoming County,West Virginia,36,1.4,75,34.6
WI-001,Adams County,Wisconsin,24.8,5.6,102,19.2
WI-003,Ashland County,Wisconsin,20.7,5.9,105,14.8
WI-005,Barron County,Wisconsin,21.8,6.7,111,15.1
WI-007,Bayfield County,Wisconsin,21.3,6.6,111,14.7
WI-009,Brown County,Wisconsin,26.6,5.9,106,20.7
WI-011,Buffalo County,Wisconsin,23.6,5.1,101,18.5
WI-013,Burnett County,Wisconsin,21.1,6.9,107,14.2
WI-015,Calumet County,Wisconsin,25.9,5.3,102,20.6
WI-017,Chippewa County,Wisconsin,23.1,6.8,110,16.3
WI-019,Clark County,Wisconsin,22.7,6.4,105,16.3
WI-021,Columbia County,Wisconsin,25.7,4.7,101,21
WI-023,Crawford County,Wisconsin,25.1,4,97,21.1
WI-025,Dane County,Wisconsin,26.2,4.2,98,22
WI-027,Dodge County,Wisconsin,25.5,3.8,94,21.7
WI-029,Door County,Wisconsin,27.4,5,104,22.4
WI-031,Douglas County,Wisconsin,20.7,6.8,108,13.9
WI-033,Dunn County,Wisconsin,23.5,6.7,111,16.8
WI-035,Eau Claire County,Wisconsin,23.5,6.5,107,17
WI-037,Florence County,Wisconsin,21.7,5.8,108,15.9
WI-039,Fond du Lac County,Wisconsin,25.1,4.2,98,20.9
WI-041,Forest County,Wisconsin,21,5.7,106,15.3
WI-043,Grant County,Wisconsin,26.3,4.3,98,22
WI-045,Green County,Wisconsin,27.1,4.5,100,22.6
WI-047,Green Lake County,Wisconsin,25.1,4.5,101,20.6
WI-049,Iowa County,Wisconsin,26,4.5,99,21.5
WI-051,Iron County,Wisconsin,20,5.6,105,14.4
WI-053,Jackson County,Wisconsin,23.2,5.6,102,17.6
WI-055,Jefferson County,Wisconsin,27,4.1,98,22.9
WI-057,Juneau County,Wisconsin,24.1,5,101,19.1
WI-059,Kenosha County,Wisconsin,29.7,4.6,102,25.1
WI-061,Kewaunee County,Wisconsin,27.2,5.6,104,21.6
WI-063,La Crosse County,Wisconsin,24.5,5,99,19.5
WI-065,Lafayette County,Wisconsin,26.8,4.5,98,22.3
WI-067,Langlade County,Wisconsin,21.6,5.9,107,15.7
WI-069,Lincoln County,Wisconsin,21.5,6,105,15.5
WI-071,Manitowoc County,Wisconsin,27.1,5.4,104,21.7
WI-073,Marathon County,Wisconsin,22.9,6.4,107,16.5
WI-075,Marinette County,Wisconsin,24.3,5.5,106,18.8
WI-077,Marquette County,Wisconsin,25.4,5.1,101,20.3
WI-078,Menominee County,Wisconsin,23.5,5.9,106,17.6
WI-079,Milwaukee County,Wisconsin,29.8,5.1,103,24.7
WI-081,Monroe County,Wisconsin,23.5,5,101,18.5
WI-083,Oconto County,Wisconsin,24.6,5.6,107,19
WI-085,Oneida County,Wisconsin,20.7,5.6,106,15.1
WI-087,Outagamie County,Wisconsin,26.1,6.2,107,19.9
WI-089,Ozaukee County,Wisconsin,27.7,4.2,98,23.5
WI-091,Pepin County,Wisconsin,24,5.8,105,18.2
WI-093,Pierce County,Wisconsin,23.4,6.2,110,17.2
WI-095,Polk County,Wisconsin,21.7,6.6,106,15.1
WI-097,Portage County,Wisconsin,24.2,6.1,106,18.1
WI-099,Price County,Wisconsin,20.4,5.9,105,14.5
WI-101,Racine County,Wisconsin,29.4,4.8,103,24.6
WI-103,Richland County,Wisconsin,25.2,4.5,98,20.7
WI-105,Rock County,Wisconsin,27.8,4.5,100,23.3
WI-107,Rusk County,Wisconsin,21.7,6.2,108,15.5
WI-109,St. Croix County,Wisconsin,22.9,6.5,107,16.4
WI-111,Sauk County,Wisconsin,25.5,4.8,99,20.7
WI-113,Sawyer County,Wisconsin,20.1,6.2,106,13.9
WI-115,Shawano County,Wisconsin,24.4,6.2,106,18.2
WI-117,Sheboygan County,Wisconsin,27,4.9,103,22.1
WI-119,Taylor County,Wisconsin,21.8,6.5,108,15.3
WI-121,Trempealeau County,Wisconsin,23.5,5.3,102,18.2
WI-123,Vernon County,Wisconsin,23.9,4.3,98,19.6
WI-125,Vilas County,Wisconsin,20.1,5.5,106,14.6
WI-127,Walworth County,Wisconsin,27.4,4,98,23.4
WI-129,Washburn County,Wisconsin,20.7,6.7,109,14
WI-131,Washington County,Wisconsin,25.8,4,97,21.8
WI-133,Waukesha County,Wisconsin,27.8,4.9,103,22.9
WI-135,Waupaca County,Wisconsin,25.6,6.5,108,19.1
WI-137,Waushara County,Wisconsin,25.6,6.2,106,19.4
WI-139,Winnebago County,Wisconsin,25.7,5.2,102,20.5
WI-141,Wood County,Wisconsin,23.6,5.8,104,17.8
WY-001,Albany County,Wyoming,30,8.8,129,21.2
WY-003,Big Horn County,Wyoming,30.3,10.7,129,19.6
WY-005,Campbell County,Wyoming,32.2,9.8,130,22.4
WY-007,Carbon County,Wyoming,29,8.4,128,20.6
WY-009,Converse County,Wyoming,32.5,8.9,129,23.6
WY-011,Crook County,Wyoming,30.9,9,128,21.9
WY-013,Fremont County,Wyoming,28.7,9.5,128,19.2
WY-015,Goshen County,Wyoming,35.6,9.4,130,26.2
WY-017,Hot Springs County,Wyoming,31.2,9.7,128,21.5
WY-019,Johnson County,Wyoming,31.8,9,129,22.8
WY-021,Laramie County,Wyoming,35.6,9.3,129,26.3
WY-023,Lincoln County,Wyoming,23.9,6.2,120,17.7
WY-025,Natrona County,Wyoming,31.8,9.7,129,22.1
WY-027,Niobrara County,Wyoming,33.5,10.1,129,23.4
WY-029,Park County,Wyoming,28.7,9.5,130,19.2
WY-031,Platte County,Wyoming,35.7,9.4,130,26.3
WY-033,Sheridan County,Wyoming,31.3,9.7,129,21.6
WY-035,Sublette County,Wyoming,21.6,6.8,125,14.8
WY-037,Sweetwater County,Wyoming,26.2,6.6,121,19.6
WY-039,Teton County,Wyoming,22.5,7.2,126,15.3
WY-041,Uinta County,Wyoming,25.9,5.7,119,20.2
WY-043,Washakie County,Wyoming,30.9,9.9,129,21
WY-045,Weston County,Wyoming,31.3,9.6,128,21.7
