Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"MOFIM3",,"Monarda fistulosa L. ssp. fistulosa var. mollis (L.) Benth.",wild bergamot
"MOME",,"Monarda media Willd.",purple bergamot
"MOPU",,"Monarda punctata L.",spotted beebalm
"MOPUP",,"Monarda punctata L. ssp. punctata ",spotted beebalm
"MOPUP2",,"Monarda punctata L. ssp. punctata var. punctata ",spotted beebalm
"MOPUV",,"Monarda punctata L. ssp. punctata var. villicaulis (Pennell) Palmer & Steyerm.",spotted beebalm
"MOUN2",,"Moneses uniflora (L.) A. Gray",single delight
"MONU",,"Monolepis nuttalliana (Schult.) Greene",Nuttall's povertyweed
"MOHY3",,"Monotropa hypopitys L.",pinesap
"MOUN3",,"Monotropa uniflora L.",Indianpipe
"MOLI4",,"Montia linearis (Douglas ex Hook.) Greene",narrowleaf minerslettuce
"MOCA7",,"Morella caroliniensis (Mill.) Small",southern bayberry
"MOPE6",,"Morella pensylvanica (Mirb.) Kartesz",northern bayberry
"MOAL",,"Morus alba L.",white mulberry
"MORU2",,"Morus rubra L.",red mulberry
"MORUR",,"Morus rubra L. var. rubra ",red mulberry
"MUCA2",,"Muhlenbergia capillaris (Lam.) Trin.",hairawn muhly
"MUFR2",,"Muhlenbergia frondosa (Poir.) Fernald",wirestem muhly
"MUGL3",,"Muhlenbergia glomerata (Willd.) Trin.",spiked muhly
"MUME2",,"Muhlenbergia mexicana (L.) Trin.",Mexican muhly
"MUSC",,"Muhlenbergia schreberi J.F. Gmel.",nimblewill
"MUSO",,"Muhlenbergia sobolifera (Muhl. ex Willd.) Trin.",rock muhly
"MUSY",,"Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray",woodland muhly
"MUTE",,"Muhlenbergia tenuiflora (Willd.) Britton, Sterns & Poggenb.",slimflower muhly
"MUUN",,"Muhlenbergia uniflora (Muhl.) Fernald",bog muhly
"MUBO",,"Muscari botryoides (L.) Mill.",common grape hyacinth
"MUNE",,"Muscari neglectum Guss. ex Ten.",starch grape hyacinth
"MYMU",,"Mycelis muralis (L.) Dumort.",wall-lettuce
"MYAR",,"Myosotis arvensis (L.) Hill",field forget-me-not
"MYDI",,"Myosotis discolor Pers.",changing forget-me-not
"MYLA",,"Myosotis laxa Lehm.",bay forget-me-not
"MYSC",,"Myosotis scorpioides L.",true forget-me-not
"MYST2",,"Myosotis stricta Link ex Roem. & Schult.",strict forget-me-not
"MYSY",,"Myosotis sylvatica Ehrh.",woodland forget-me-not
"MYVE",,"Myosotis verna Nutt.",spring forget-me-not
"MYAQ",,"Myosoton aquaticum (L.) Moench",giantchickweed
"MYMI2",,"Myosurus minimus L.",tiny mousetail
"MYGA",,"Myrica gale L.",sweetgale
"MYAL3",,"Myriophyllum alterniflorum DC.",alternateflower watermilfoil
"MYFA2",,"Myriophyllum farwellii Morong",Farwell's watermilfoil
"MYHE2",,"Myriophyllum heterophyllum Michx.",twoleaf watermilfoil
"MYHU",,"Myriophyllum humile (Raf.) Morong",low watermilfoil
"MYPI",,"Myriophyllum pinnatum (Walter) Britton, Sterns & Poggenb.",cutleaf watermilfoil
"MYSI",,"Myriophyllum sibiricum Kom.",shortspike watermilfoil
"MYSP2",,"Myriophyllum spicatum L.",Eurasian watermilfoil
"MYTE",,"Myriophyllum tenellum Bigelow",slender watermilfoil
"MYVE3",,"Myriophyllum verticillatum L.",whorl-leaf watermilfoil
"NAFL",,"Najas flexilis (Willd.) Rostk. & Schmidt",nodding waternymph
"NAGR",,"Najas gracillima (A. Braun ex Engelm.) Magnus",slender waternymph
"NAGU",,"Najas guadalupensis (Spreng.) Magnus",southern waternymph
"NAGUG",,"Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis ",southern waternymph
"NAGUO2",,"Najas guadalupensis (Spreng.) Magnus ssp. olivacea (Rosend. & Butters) Haynes & C.B. Hellquist",Guadalupe waternymph
"NAMI",,"Najas minor All.",brittle waternymph
"NAPO",,"Narcissus poeticus L.",poet's narcissus
"NAPS",,"Narcissus pseudonarcissus L.",daffodil
"NAST3",,"Nardus stricta L.",matgrass
"NAMI2",,"Nasturtium microphyllum Boenn. ex Rchb.",onerow yellowcress
"NAOF",,"Nasturtium officinale W.T. Aiton",watercress
"NAIN2",,"Navarretia intertexta (Benth.) Hook.",needleleaf navarretia
"NAINP3",,"Navarretia intertexta (Benth.) Hook. ssp. propinqua (Suksd.) Day",near navarretia
"NALE",,"Navarretia leucocephala Benth.",whitehead navarretia
"NALEM",,"Navarretia leucocephala Benth. ssp. minima (Nutt.) Day",least navarretia
"NELU",,"Nelumbo lutea Willd.",American lotus
"NEAQ2",,"Neobeckia aquatica (Eaton) Greene",lakecress
"NECA2",,"Nepeta cataria L.",catnip
"NEPA3",,"Neslia paniculata (L.) Desv.",ballmustard
"NIPH",,"Nicandra physalodes (L.) Scop.",apple of Peru
"NISA",,"Nicotiana ×sanderae hort. ex W. Watson (pro sp.) [alata × forgetiana]",tobacco
"NIAL",,"Nicotiana alata Link & Otto",jasmine tobacco
"NIQU",,"Nicotiana quadrivalvis Pursh",Indian tobacco
"NIQUB",,"Nicotiana quadrivalvis Pursh var. bigelovii (Torr.) DeWolf",Bigelow's tobacco
"NIRU",,"Nicotiana rustica L.",Aztec tobacco
"NITA",,"Nicotiana tabacum L.",cultivated tobacco
"NIDA",,"Nigella damascena L.",devil in the bush
"NULU",,"Nuphar lutea (L.) Sm.",yellow pond-lily
"NULUA",,"Nuphar lutea (L.) Sm. ssp. advena (Aiton) Kartesz & Gandhi",yellow pond-lily
"NULUP2",,"Nuphar lutea (L.) Sm. ssp. pumila (Timm) E.O. Beal",yellow pond-lily
"NULUR",,"Nuphar lutea (L.) Sm. ssp. rubrodisca (Morong) Hellquist & Wiersema",yellow pond-lily
"NULUV",,"Nuphar lutea (L.) Sm. ssp. variegata (Durand) E.O. Beal",varigated yellow pond-lily
"NUCA",,"Nuttallanthus canadensis (L.) D.A. Sutton",Canada toadflax
"NYOD",,"Nymphaea odorata Aiton",American white waterlily
"NYODO",,"Nymphaea odorata Aiton ssp. odorata ",American white waterlily
"NYODT",,"Nymphaea odorata Aiton ssp. tuberosa (Paine) Wiersma & Hellquist",American white waterlily
"NYCO",,"Nymphoides cordata (Elliott) Fernald",little floatingheart
"NYPE",,"Nymphoides peltata (S.G. Gmel.) Kuntze",yellow floatingheart
"NYSY",,"Nyssa sylvatica Marshall",blackgum
"OCBA",,"Ocimum basilicum L.",sweet basil
"OCBL",,"Oclemena ×blakei (Porter) G.L. Nesom [acuminata × nemoralis]",aster
"OCAC",,"Oclemena acuminata (Michx.) Greene",whorled wood aster
"OCNE2",,"Oclemena nemoralis (Aiton) Greene",bog aster
"ODVE",,"Odontites vernus (Bellardi) Dumort.",red bartsia
"ODVES",,"Odontites vernus (Bellardi) Dumort. ssp. serotinus (Dumort.) Corb.",red bartsia
"OEBI",,"Oenothera biennis L.",common evening primrose
"OECU2",,"Oenothera curtiflora W.L. Wagner & Hoch",velvetweed
"OEFI2",,"Oenothera filiformis (Small) W.L. Wagner & Hoch",longflower beeblossom
"OEFR",,"Oenothera fruticosa L.",narrowleaf evening primrose
"OEFRF",,"Oenothera fruticosa L. ssp. fruticosa ",narrowleaf evening primrose
"OEFRT",,"Oenothera fruticosa L. ssp. tetragona (Roth) W.L. Wagner",narrowleaf evening primrose
"OEGA",,"Oenothera gaura W.L. Wagner & Hoch",biennial beeblossom
"OEGL",,"Oenothera glazioviana Micheli",redsepal evening primrose
"OELA",,"Oenothera laciniata Hill",cutleaf evening primrose
"OEOA",,"Oenothera oakesiana (A. Gray) J.W. Robbins ex S. Watson & J.M. Coult.",Oakes' evening primrose
"OEPA5",,"Oenothera parviflora L.",northern evening primrose
"OEPE",,"Oenothera perennis L.",little evening primrose
"OEPI2",,"Oenothera pilosella Raf.",meadow evening primrose
"OEPIP",,"Oenothera pilosella Raf. ssp. pilosella ",meadow evening primrose
"OEVI",,"Oenothera villosa Thunb.",hairy evening primrose
"OEVIV",,"Oenothera villosa Thunb. ssp. villosa ",hairy evening primrose
"OLAL2",,"Oligoneuron album (Nutt.) G.L. Nesom",prairie goldenrod
"OLRI",,"Oligoneuron rigidum (L.) Small",stiff goldenrod
"OLRIR",,"Oligoneuron rigidum (L.) Small var. rigidum ",stiff goldenrod
"ONVI",,"Onobrychis viciifolia Scop.",sainfoin
"ONSE",,"Onoclea sensibilis L.",sensitive fern
"ONAC",,"Onopordum acanthium L.",Scotch cottonthistle
"ONVI2",,"Onosmodium virginianum (L.) A. DC.",wild Job's tears
"OPPU3",,"Ophioglossum pusillum Raf.",northern adderstongue
"OPVU",,"Ophioglossum vulgatum L.",southern adderstongue
"OPHU",,"Opuntia humifusa (Raf.) Raf.",devil's-tongue
"ORMA",,"Origanum majorana L.",sweet marjoram
"ORVU",,"Origanum vulgare L.",oregano
"ORUM",,"Ornithogalum umbellatum L.",star of Bethlehem
"ORSA2",,"Ornithopus sativus Brot.",common bird's-foot
"ORSAS",,"Ornithopus sativus Brot. ssp. sativus ",common bird's-foot
"ORUN",,"Orobanche uniflora L.",oneflowered broomrape
"ORAQ",,"Orontium aquaticum L.",goldenclub
"ORSE",,"Orthilia secunda (L.) House",sidebells wintergreen
"ORAS",,"Oryzopsis asperifolia Michx.",roughleaf ricegrass
"OSCL",,"Osmorhiza claytonii (Michx.) C.B. Clarke",Clayton's sweetroot
"OSLO",,"Osmorhiza longistylis (Torr.) DC.",longstyle sweetroot
"OSCI",,"Osmunda cinnamomea L.",cinnamon fern
"OSCIC",,"Osmunda cinnamomea L. var. cinnamomea ",cinnamon fern
"OSCL2",,"Osmunda claytoniana L.",interrupted fern
"OSRE",,"Osmunda regalis L.",royal fern
"OSRES",,"Osmunda regalis L. var. spectabilis (Willd.) A. Gray",royal fern
"OSVI",,"Ostrya virginiana (Mill.) K. Koch",hophornbeam
"OXCO",,"Oxalis corniculata L.",creeping woodsorrel
"OXDI2",,"Oxalis dillenii Jacq.",slender yellow woodsorrel
"OXIN2",,"Oxalis intermedia A. Rich.",West Indian woodsorrel
"OXMO",,"Oxalis montana Raf.",mountain woodsorrel
"OXST",,"Oxalis stricta L.",common yellow oxalis
"OXVI",,"Oxalis violacea L.",violet woodsorrel
"PATE11",,"Pachysandra terminalis Siebold & Zucc.",Japanese pachysandra
"PAAU3",,"Packera aurea (L.) Á. Löve & D. Löve",golden ragwort
"PAOB6",,"Packera obovata (Muhl. ex Willd.) W.A. Weber & Á. Löve",roundleaf ragwort
"PAPA20",,"Packera paupercula (Michx.) Á. Löve & D. Löve",balsam groundsel
"PAOF2",,"Paeonia officinalis L.",common peony
"PATE",,"Palafoxia texana DC.",Texas palafox
"PATET",,"Palafoxia texana DC. var. texana ",Texas palafox
"PAQU",,"Panax quinquefolius L.",American ginseng
"PATR2",,"Panax trifolius L.",dwarf ginseng
"PAAM2",,"Panicum amarum Elliott",bitter panicgrass
"PAAMA2",,"Panicum amarum Elliott var. amarulum (Hitchc. & Chase) P.G. Palmer",coastal panicgrass
"PACA6",,"Panicum capillare L.",witchgrass
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"PADIP",,"Panicum dichotomiflorum Michx. var. puritanorum Svens.",fall panicgrass
"PAFL2",,"Panicum flexile (Gattinger) Scribn.",wiry panicgrass
"PAGA",,"Panicum gattingeri Nash",Gattinger's panicgrass
"PAMI2",,"Panicum miliaceum L.",proso millet
"PAMIM",,"Panicum miliaceum L. ssp. miliaceum ",broomcorn millet
"PAPH",,"Panicum philadelphicum Bernh. ex Trin.",Philadelphia panicgrass
"PARI4",,"Panicum rigidulum Bosc ex Nees",redtop panicgrass
"PARIP",,"Panicum rigidulum Bosc ex Nees var. pubescens (Vasey) Lelong",redtop panicgrass
"PARIR",,"Panicum rigidulum Bosc ex Nees var. rigidulum ",redtop panicgrass
"PAVE2",,"Panicum verrucosum Muhl.",warty panicgrass
"PAVI2",,"Panicum virgatum L.",switchgrass
"PAVIS",,"Panicum virgatum L. var. spissum Linder",switchgrass
"PAVIV",,"Panicum virgatum L. var. virgatum ",switchgrass
"PADU",,"Papaver dubium L.",blindeyes
"PARH2",,"Papaver rhoeas L.",corn poppy
"PASO2",,"Papaver somniferum L.",opium poppy
"PAJU",,"Parietaria judaica L.",spreading pellitory
"PAPE5",,"Parietaria pensylvanica Muhl. ex Willd.",Pennsylvania pellitory
"PAGL3",,"Parnassia glauca Raf.",fen grass of Parnassus
"PAAR4",,"Paronychia argyrocoma (Michx.) Nutt.",silvery nailwort
"PACA11",,"Paronychia canadensis (L.) Alph. Wood",smooth forked nailwort
"PAFA3",,"Paronychia fastigiata (Raf.) Fernald",hairy forked nailwort
"PAFAF",,"Paronychia fastigiata (Raf.) Fernald var. fastigiata ",hairy forked nailwort
"PAHY",,"Parthenium hysterophorus L.",Santa Maria feverfew
"PAIN3",,"Parthenium integrifolium L.",wild quinine
"PAINI",,"Parthenium integrifolium L. var. integrifolium ",wild quinine
"PAQU2",,"Parthenocissus quinquefolia (L.) Planch.",Virginia creeper
"PATR6",,"Parthenocissus tricuspidata (Siebold & Zucc.) Planch.",Boston ivy
"PAVI5",,"Parthenocissus vitacea (Knerr) Hitchc.",woodbine
"PASM",,"Pascopyrum smithii (Rydb.) Á. Löve",western wheatgrass
"PALA10",,"Paspalum laeve Michx.",field paspalum
"PASE5",,"Paspalum setaceum Michx.",thin paspalum
"PASA2",,"Pastinaca sativa L.",wild parsnip
"PARA2",,"Patis racemosa (Sm.) Romasch., P.M. Peterson & R. J. Soreng",blackseed ricegrass
"PATO2",,"Paulownia tomentosa (Thunb.) Siebold & Zucc. ex Steud.",princesstree
"PECA",,"Pedicularis canadensis L.",Canadian lousewort
"PECAC3",,"Pedicularis canadensis L. ssp. canadensis ",Canadian lousewort
"PELA2",,"Pedicularis lanceolata Michx.",swamp lousewort
"PEAT2",,"Pellaea atropurpurea (L.) Link",purple cliffbrake
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"PEGL2",,"Pennisetum glaucum (L.) R. Br.",pearl millet
"PEBA2",,"Penstemon barbatus (Cav.) Roth",beardlip penstemon
"PEBAB",,"Penstemon barbatus (Cav.) Roth ssp. barbatus ",beardlip penstemon
"PECA7",,"Penstemon calycosus Small",longsepal beardtongue
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"PEGR7",,"Penstemon grandiflorus Nutt.",large beardtongue
"PEHI",,"Penstemon hirsutus (L.) Willd.",hairy beardtongue
"PELA8",,"Penstemon laevigatus Aiton",eastern smooth beardtongue
"PEPA7",,"Penstemon pallidus Small",pale beardtongue
"PETU",,"Penstemon tubaeflorus Nutt.",white wand beardtongue
"PETUA",,"Penstemon tubaeflorus Nutt. var. achoreus Fernald",white wand beardtongue
"PETUT",,"Penstemon tubaeflorus Nutt. var. tubaeflorus ",white wand beardtongue
"PESE6",,"Penthorum sedoides L.",ditch stonecrop
"PEMU16",,"Perezia multiflora (Humb. & Bonpl.) Less.",perezia
"PEMUS2",,"Perezia multiflora (Humb. & Bonpl.) Less. ssp. sonchifolia (Baker) Vuilleum.",perezia
"PEFR4",,"Perilla frutescens (L.) Britton",beefsteakplant
"PEFRC2",,"Perilla frutescens (L.) Britton var. crispa (Benth.) Deane",beefsteakplant
"PEFRF2",,"Perilla frutescens (L.) Britton var. frutescens ",beefsteakplant
"PEFR5",,"Petasites frigidus (L.) Fr.",arctic sweet coltsfoot
"PEFRP",,"Petasites frigidus (L.) Fr. var. palmatus (Aiton) Cronquist",arctic sweet coltsfoot
"PEHY",,"Petasites hybridus (L.) G. Gaertn., B. Mey. & Scherb.",pestilence wort
"PEPR4",,"Petrorhagia prolifera (L.) P.W. Ball & Heywood",childing pink
"PESA9",,"Petrorhagia saxifraga (L.) Link",saxifrage pink
"PECR2",,"Petroselinum crispum (Mill.) Nyman ex A.W. Hill",parsley
"PEAX",,"Petunia axillaris (Lam.) Britton, Sterns & Poggenb.",large white petunia
"PEIN5",,"Petunia integrifolia (Hook.) Schinz & Thell.",violetflower petunia
"PEPA22",,"Peucedanum palustre (L.) Moench",hogfennel
"PHBR",,"Phacelia brachyloba (Benth.) A. Gray",shortlobe phacelia
"PHDI",,"Phacelia distans Benth.",distant phacelia
"PHEG",,"Phacelia egena (Greene ex Brand) Greene ex J.T. Howell",Kaweah River phacelia
"PHHE2",,"Phacelia heterophylla Pursh",varileaf phacelia
"PHHEH",,"Phacelia heterophylla Pursh ssp. heterophylla ",varileaf phacelia
"PHMI",,"Phacelia minor (Harv.) Thell.",wild canterbury bells
"PHTA",,"Phacelia tanacetifolia Benth.",lacy phacelia
"PHAR3",,"Phalaris arundinacea L.",reed canarygrass
"PHCA5",,"Phalaris canariensis L.",annual canarygrass
"PHCO6",,"Phaseolus coccineus L.",scarlet runner
"PHVU",,"Phaseolus vulgaris L.",kidney bean
"PHAI",,"Phedimus aizoon (L.) 't Hart",Orpin aizoon
"PHSP9",,"Phedimus spurius (M. Bieb.) 't Hart",Caucasian stonecrop
"PHCO24",,"Phegopteris connectilis (Michx.) Watt",long beechfern
"PHHE11",,"Phegopteris hexagonoptera (Michx.) Fée",broad beechfern
"PHAM2",,"Phellodendron amurense Rupr.",Amur corktree
"PHJA",,"Phellodendron japonicum Maxim.",Japanese corktree
"PHSA80",,"Phellodendron sachalinense (F. Schmidt) Sarg.",Sakhalin corktree
"PHCO7",,"Philadelphus coronarius L.",sweet mock orange
"PHIN5",,"Philadelphus inodorus L.",scentless mock orange
"PHPU4",,"Philadelphus pubescens Loisel.",hoary mock orange
"PHPUP",,"Philadelphus pubescens Loisel. var. pubescens ",hoary mock orange
"PHAR4",,"Phleum arenarium L.",sand timothy
"PHPR3",,"Phleum pratense L.",timothy
"PHSU2",,"Phleum subulatum (Savi) Asch. & Graebn.",Italian timothy
"PHLA13",,"Phlox latifolia Michx.",wideflower phlox
"PHPA9",,"Phlox paniculata L.",fall phlox
"PHSU3",,"Phlox subulata L.",moss phlox
"PHSUS2",,"Phlox subulata L. ssp. subulata ",moss phlox
"PHAU7",,"Phragmites australis (Cav.) Trin. ex Steud.",common reed
"PHAUA6",,"Phragmites australis (Cav.) Trin. ex Steud. ssp. americanus Saltonst., P.M. Peterson & Soreng",American common reed
"PHAUA7",,"Phragmites australis (Cav.) Trin. ex Steud. ssp. australis ",European common reed
"PHLE5",,"Phryma leptostachya L.",American lopseed
"PHDU3",,"Phyllostachys dulcis McClure",sweetshoot bamboo
"PHAL5",,"Physalis alkekengi L.",strawberry groundcherry
"PHAN5",,"Physalis angulata L.",cutleaf groundcherry
"PHGR22",,"Physalis grisea (Waterf.) M. Martínez",strawberry-tomato
"PHHE5",,"Physalis heterophylla Nees",clammy groundcherry
"PHHEH3",,"Physalis heterophylla Nees var. heterophylla ",clammy groundcherry
"PHLO4",,"Physalis longifolia Nutt.",longleaf groundcherry
"PHLOS",,"Physalis longifolia Nutt. var. subglabrata (Mack. & Bush) Cronquist",longleaf groundcherry
"PHPH2",,"Physalis philadelphica Lam.",Mexican groundcherry
"PHPHI",,"Physalis philadelphica Lam. var. immaculata Waterf.",Mexican groundcherry
"PHPU7",,"Physalis pubescens L.",husk tomato
"PHPUI",,"Physalis pubescens L. var. integrifolia (Dunal) Waterf.",husk tomato
"PHVI5",,"Physalis virginiana Mill.",Virginia groundcherry
"PHVIV3",,"Physalis virginiana Mill. var. virginiana ",Virginia groundcherry
"PHOP",,"Physocarpus opulifolius (L.) Maxim., orth. cons.",common ninebark
"PHOPO",,"Physocarpus opulifolius (L.) Maxim. var. opulifolius ",common ninebark
"PHVI8",,"Physostegia virginiana (L.) Benth.",obedient plant
"PHVIV",,"Physostegia virginiana (L.) Benth. ssp. virginiana ",obedient plant
"PHAM4",,"Phytolacca americana L.",American pokeweed
"PHAMA3",,"Phytolacca americana L. var. americana ",American pokeweed
"PIAB",,"Picea abies (L.) Karst.",Norway spruce
"PIGL",,"Picea glauca (Moench) Voss",white spruce
"PIMA",,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",black spruce
"PIRU",,"Picea rubens Sarg.",red spruce
"PIEC",,"Picris echioides L.",bristly oxtongue
"PIHI",,"Picris hieracioides L.",hawkweed oxtongue
"PIHIH",,"Picris hieracioides L. ssp. hieracioides ",hawkweed oxtongue
"PIFO",,"Pilea fontana (Lunell) Rydb.",lesser clearweed
"PIPU2",,"Pilea pumila (L.) A. Gray",Canadian clearweed
"PIPUP",,"Pilea pumila (L.) A. Gray var. pumila ",Canadian clearweed
"PIAN3",,"Pimpinella anisum L.",anise burnet saxifrage
"PISA",,"Pimpinella saxifraga L.",solidstem burnet saxifrage
"PISAS",,"Pimpinella saxifraga L. ssp. saxifraga ",solidstem burnet saxifrage
"PIHU3",,"Pinus ×hunnewellii Alb.G. Johnson [parviflora × strobus]",Hunnewell pine
"PIBA2",,"Pinus banksiana Lamb.",jack pine
"PIMU80",,"Pinus mugo Turra",mugo pine
"PINI",,"Pinus nigra Arnold",Austrian pine
"PIRE",,"Pinus resinosa Aiton",red pine
"PIRI",,"Pinus rigida Mill.",pitch pine
"PIST",,"Pinus strobus L.",eastern white pine
"PISY",,"Pinus sylvestris L.",Scots pine
"PITH2",,"Pinus thunbergii Parl.",Japanese black pine
"PIPU9",,"Piptatheropsis pungens (Torr.) Romasch., P.M. Peterson & R.J. Soreng",mountain ricegrass
"PIAV",,"Piptochaetium avenaceum (L.) Parodi",blackseed speargrass
"PISA6",,"Pisum sativum L.",garden pea
"PIFA",,"Pityopsis falcata (Pursh) Nutt.",sickleleaf silkgrass
"PLRE",,"Plagiobothrys reticulatus (Piper) I.M. Johnst.",netted popcornflower
"PLTR",,"Plagiobothrys trachycarpus (A. Gray) I.M. Johnst.",roughfruit popcornflower
"PLAF",,"Plantago afra L.",glandular plantain
"PLAR6",,"Plantago arenaria Waldst. & Kit.",sand plantain
"PLAR3",,"Plantago aristata Michx.",largebracted plantain
"PLCO3",,"Plantago coronopus L.",buckhorn plantain
"PLLA",,"Plantago lanceolata L.",narrowleaf plantain
"PLMA2",,"Plantago major L.",common plantain
"PLMA3",,"Plantago maritima L.",goose tongue
"PLMAJ",,"Plantago maritima L. var. juncoides (Lam.) A. Gray",goose tongue
"PLME",,"Plantago media L.",hoary plantain
"PLPA2",,"Plantago patagonica Jacq.",woolly plantain
"PLPU",,"Plantago pusilla Nutt.",dwarf plantain
"PLRU",,"Plantago rugelii Decne.",blackseed plantain
"PLRUR",,"Plantago rugelii Decne. var. rugelii ",blackseed plantain
"PLVI",,"Plantago virginica L.",Virginia plantain
"PLAN",,"Platanthera ×andrewsii (M. White) Luer [lacera × psycodes]",fringed orchid
"PLME2",,"Platanthera ×media (Rydb.) Luer (pro sp.) [dilatata × hyperborea]",green orchid
"PLSH4",,"Platanthera ×shriveri P.M. Br., (pro. sp.) [grandiflora × lacera]",Shriver's purple fringed orchid
"PLVO",,"Platanthera ×vossii Case [blephariglottis × clavellata]",fringed orchid
